traditional,simplified,pinyin_numbered,cvdict_meaning,hanzii_pinyin,hanzii_meaning,hanzii_part_of_speech,hanzii_collocations_json,hanzii_examples_json,hanzii_status
㼝,碗,wan3,biến thể của 碗[wan3],,,,[],[],not_crawled
㽞,留,liu2,biến thể cũ của 留[liu2],,,,[],[],not_crawled
㽮,㽮,xing1,biến thể cũ của 星[xing1],,,,[],[],not_crawled
㿜,瘪,bie3,biến thể của 癟|瘪[bie3],,,,[],[],not_crawled
㿝,㿝,xiang1,biến thể cũ của 香[xiang1],,,,[],[],not_crawled
㿠,㿠,huang4,(văn học) (mặt) nhợt nhạt do thiếu khí và huyết,,,,[],[],not_crawled
䂖,䂖,shi2,biến thể của 石[shi2],,,,[],[],not_crawled
䂲,䂲,fa3,biến thể của 砝[fa3],,,,[],[],not_crawled
䂶,䂶,jie2,biến thể của 蜐[jie2],,,,[],[],not_crawled
䃉,䃉,min2,biến thể cũ của 珉[min2],,,,[],[],not_crawled
䃎,䃎,zha4,(dùng trong địa danh),,,,[],[],not_crawled
䅵,䅵,zhuo2,trấu; cám,,,,[],[],not_crawled
䇲,䇲,ce4,biến thể của 筴|策[ce4],,,,[],[],not_crawled
䈰,筲,shao1,bàn chải nồi làm từ dải tre; giỏ đựng đũa; biến thể của 筲[shao1],,,,[],[],not_crawled
䊀,糊,hu2,biến thể của 糊[hu2],,,,[],[],not_crawled
䍃,䍃,yao2,(cổ) bình; lọ,,,,[],[],not_crawled
䍹,䍹,shan1,biến thể của 羶[shan1],,,,[],[],not_crawled
䎃,䎃,ran3,(nghiên cứu chim) lông tơ,,,,[],[],not_crawled
䒗,䒗,qi4,biến thể cũ của 芞[qi4],,,,[],[],not_crawled
䓬,䓬,zhuo2,(hóa học) ion tropylium,,,,[],[],not_crawled
䔢,䔢,hua2,biến thể cũ của 華|华[hua2],,,,[],[],not_crawled
䕭,䕭,qian2,biến thể của 蕁|荨[qian2],,,,[],[],not_crawled
䕭,䕭,xian2,một loại rau,,,,[],[],not_crawled
䖟,䖟,meng2,biến thể cũ của 虻[meng2],,,,[],[],not_crawled
䖸,䖸,e2,biến thể của 蛾[e2],,,,[],[],not_crawled
䗈,䗈,meng2,biến thể cũ của 虻[meng2],,,,[],[],not_crawled
䗥,䗥,zong1,dùng trong 螉䗥[weng1 zong1],,,,[],[],not_crawled
䗪,䗪,zhe4,con gián đất Trung Quốc (Eupolyphaga sinensis),,,,[],[],not_crawled
䗬,蜂,feng1,biến thể của 蜂[feng1],,,,[],[],not_crawled
䗶,䗶,la4,biến thể cũ của 蠟|蜡[la4],,,,[],[],not_crawled
䘏,恤,xu4,biến thể của 恤[xu4],,,,[],[],not_crawled
䘑,脉,mai4,biến thể cũ của 脈|脉[mai4],,,,[],[],not_crawled
䘚,卒,zu2,biến thể của 卒[zu2],,,,[],[],not_crawled
䛐,词,ci2,biến thể cũ của 詞|词[ci2],,,,[],[],not_crawled
䛟,䛟,jia2,biến thể của 唊[jia2],,,,[],[],not_crawled
䝓,䝓,lie4,biến thể cũ của 鬣[lie4],,,,[],[],not_crawled
䝔,獾,huan1,biến thể của 獾[huan1],,,,[],[],not_crawled
䞓,䞓,cheng1,biến thể cũ của 赬|赪[cheng1],,,,[],[],not_crawled
䟆,䟆,bi4,biến thể cũ của 蹕|跸[bi4],,,,[],[],not_crawled
䟖,䟖,zhi3,biến thể sai của 趾[zhi3],,,,[],[],not_crawled
䠀,䠀,chang3,ngồi xổm; ngồi,,,,[],[],not_crawled
䠀,趟,tang1,biến thể cũ của 趟[tang1],,,,[],[],not_crawled
䠞,䠞,cu4,biến thể của 蹙[cu4],,,,[],[],not_crawled
䠶,射,she4,biến thể cũ của 射[she4],,,,[],[],not_crawled
䢺,䢺,chu1,(dùng trong địa danh),,,,[],[],not_crawled
䤈,䤈,xi1,biến thể cũ của 醯[xi1],,,,[],[],not_crawled
䥑,鿏,mai4,meitnerium (hóa học),,,,[],[],not_crawled
䥥,镰,lian2,biến thể cũ của 鐮|镰[lian2],,,,[],[],not_crawled
䥯,䥯,ba4,cái cày,,,,[],[],not_crawled
䦉,䦉,si4,biến thể của 肆[si4],,,,[],[],not_crawled
䦕,䦕,peng1,biến thể của 閛[peng1],,,,[],[],not_crawled
䩦,䩦,tiao2,biến thể của 鞗[tiao2],,,,[],[],not_crawled
䫏,䫏,qi1,biến thể của 魌[qi1],,,,[],[],not_crawled
䬃,飒,sa4,biến thể của 颯|飒[sa4],,,,[],[],not_crawled
䬠,䬠,fei1,biến thể cũ của 霏[fei1],,,,[],[],not_crawled
䬪,䬪,bo2,biến thể của 餺|馎[bo2],,,,[],[],not_crawled
䭾,驮,tuo2,biến thể của 馱|驮[tuo2],,,,[],[],not_crawled
䯝,䯝,sui3,biến thể của 髓; tủy; tinh hoa; tinh túy; phần lõi (bên trong mềm của thân cây),,,,[],[],not_crawled
䰟,魂,hun2,biến thể cũ của 魂[hun2],,,,[],[],not_crawled
䰾,鲃,ba1,dùng trong 䰾魚|鲃鱼[ba1 yu2],,,,[],[],not_crawled
䰾魚,鲃鱼,ba1 yu2,cá barbel,,,,[],[],not_crawled
䲁,鳚,wei4,cá blenny,,,,[],[],not_crawled
䲔,䲔,jing1,biến thể cũ của 鯨|鲸[jing1],,,,[],[],not_crawled
䲘,鳤,guan3,"Ochetobius elongatus, một loài cá chép tìm thấy ở Đông Á",,,,[],[],not_crawled
䳗,䳗,e2,biến thể của 鵝|鹅[e2],,,,[],[],not_crawled
䳘,鹅,e2,biến thể của 鵝|鹅[e2],,,,[],[],not_crawled
䳭,䳭,ji2,chim chìa vôi (chi Oenanthe),,,,[],[],not_crawled
䴉,鹮,huan2,cò quăm; cò mỏ thìa; họ Threskiornithidae,,,,[],[],not_crawled
䴉嘴鷸,鹮嘴鹬,huan2 zui3 yu4,(loài chim ở Trung Quốc) chim mỏ cong (Ibidorhyncha struthersii),,,,[],[],not_crawled
䴸,麸,fu1,biến thể của 麩|麸[fu1],,,,[],[],not_crawled
䵹,䵹,zhi1,biến thể cũ của 蜘[zhi1],,,,[],[],not_crawled
䶊,衄,nu:4,biến thể cũ của 衄[nu:4],,,,[],[],not_crawled
䶑,䶑,ti4,biến thể của 嚏[ti4],,,,[],[],not_crawled
一,一,yi1,"một; đơn; một cái (mạo từ); ngay khi; toàn bộ; tất cả; xuyên suốt; bộ ""một"" trong chữ Hán (bộ Khang Hy số 1); cũng đọc là [yao1] để rõ hơn khi đọc từng chữ số một",,,,[],[],not_crawled
一一,一一,yi1 yi1,từng cái một; lần lượt,,,,[],[],not_crawled
一一對應,一一对应,yi1 yi1 dui4 ying4,tương ứng một-một,,,,[],[],not_crawled
一一映射,一一映射,yi1 yi1 ying4 she4,(toán học) ánh xạ song ánh,,,,[],[],not_crawled
一丁不識,一丁不识,yi1 ding1 bu4 shi2,mù chữ,,,,[],[],not_crawled
一丁點,一丁点,yi1 ding1 dian3,một chút xíu,,,,[],[],not_crawled
一下,一下,yi1 xia4,(dùng sau động từ) thử xem; làm (gì đó một chút để thử); một lần; một lúc; thỉnh thoảng; đột nhiên; tất cả cùng lúc,,,,[],[],not_crawled
一下兒,一下儿,yi1 xia4 r5,biến thể er hoá của 一下[yi1 xia4],,,,[],[],not_crawled
一下子,一下子,yi1 xia4 zi5,trong chốc lát; tất cả cùng một lúc; đột nhiên,,,,[],[],not_crawled
一不做，二不休,一不做，二不休,"yi1 bu4 zuo4 , er4 bu4 xiu1","nghĩa đen: hoặc không làm, hoặc không nghỉ (thành ngữ); nghĩa bóng: đã làm thì làm cho trót; đã theo thì theo đến cùng",,,,[],[],not_crawled
一不小心,一不小心,yi1 bu4 xiao3 xin1,hơi bất cẩn một chút; có một khoảnh khắc không chú ý,,,,[],[],not_crawled
一世,一世,yi1 shi4,thế hệ; giai đoạn 30 năm; cả đời; trọn đời; thời đại; kỷ nguyên; thời gian; cả thế giới; Người thứ nhất (của các vị vua châu Âu được đánh số),,,,[],[],not_crawled
一丘之貉,一丘之貉,yi1 qiu1 zhi1 he2,cá mè một lứa (thành ngữ); nghĩa là: Tất cả đều tệ như nhau.,,,,[],[],not_crawled
一丟丟,一丢丢,yi1 diu1 diu1,(khẩu ngữ) một chút xíu,,,,[],[],not_crawled
一並,一并,yi1 bing4,biến thể của 一併|一并[yi1 bing4],,,,[],[],not_crawled
一中一台,一中一台,yi1 Zhong1 yi1 Tai2,một Trung Quốc và một Đài Loan (chính sách),,,,[],[],not_crawled
一中原則,一中原则,yi1 zhong1 yuan2 ze2,"nguyên tắc Một Trung Quốc, học thuyết chính thức rằng Đài Loan là một tỉnh của Trung Quốc",,,,[],[],not_crawled
一之為甚,一之为甚,yi1 zhi1 wei2 shen4,một lần là quá đủ (thành ngữ),,,,[],[],not_crawled
一之謂甚,一之谓甚,yi1 zhi1 wei4 shen4,xem 一之為甚|一之为甚[yi1 zhi1 wei2 shen4],,,,[],[],not_crawled
一乾二淨,一干二净,yi1 gan1 er4 jing4,hoàn toàn (thành ngữ); triệt để; sạch sành sanh; rất sạch sẽ,,,,[],[],not_crawled
一了百了,一了百了,yi1 liao3 bai3 liao3,"(thành ngữ) một khi vấn đề chính được giải quyết, mọi rắc rối đều được giải quyết; cái chết chấm dứt mọi phiền muộn",,,,[],[],not_crawled
一事無成,一事无成,yi1 shi4 wu2 cheng2,không đạt được gì; thất bại hoàn toàn; không đi đến đâu,,,,[],[],not_crawled
一二,一二,yi1 er4,một hoặc hai; một vài; một ít; chỉ một chút,,,,[],[],not_crawled
一二九運動,一二九运动,Yi1 er4 Jiu3 Yun4 dong4,"Phong trào 9 tháng 12 (1935), cuộc biểu tình do sinh viên lãnh đạo yêu cầu chính phủ Trung Quốc kháng cự sự xâm lược của Nhật Bản",,,,[],[],not_crawled
一二八事變,一二八事变,Yi1 Er4 ba1 Shi4 bian4,"Sự kiện Thượng Hải ngày 28 tháng 1 năm 1932, cuộc nổi dậy của Trung Quốc chống lại khu vực của Nhật Bản ở Thượng Hải",,,,[],[],not_crawled
一五一十,一五一十,yi1 wu3 yi1 shi2,nghĩa đen: đếm năm và mười (thành ngữ); kể lại một cách có hệ thống và đầy đủ chi tiết,,,,[],[],not_crawled
一些,一些,yi1 xie1,một số; một vài; một ít; (đi sau tính từ) ...hơn một chút,,,,[],[],not_crawled
一人得道，雞犬升天,一人得道，鸡犬升天,"yi1 ren2 - de2 dao4 , ji1 quan3 - sheng1 tian1","nghĩa đen: khi một người đạt được giác ngộ và trường sinh, ngay cả gà chó của họ cũng lên trời cùng (thành ngữ); nghĩa bóng: khi ai đó đạt đến vị trí quyền lực và ảnh hưởng, người thân và bạn bè của họ cũng được hưởng lợi",,,,[],[],not_crawled
一介不取,一介不取,yi1 jie4 bu4 qu3,không lấy dù chỉ một xu (tiền hối lộ),,,,[],[],not_crawled
一代,一代,yi1 dai4,thế hệ,,,,[],[],not_crawled
一代不如一代,一代不如一代,yi1 dai4 bu4 ru2 yi1 dai4,ngày càng tệ hơn qua mỗi thế hệ,,,,[],[],not_crawled
一併,一并,yi1 bing4,gộp lại; xử lý cùng với những thứ khác,,,,[],[],not_crawled
一來,一来,yi1 lai2,"thứ nhất, ...",,,,[],[],not_crawled
一來二去,一来二去,yi1 lai2 er4 qu4,dần dần; từng chút một; theo thời gian,,,,[],[],not_crawled
一個中國政策,一个中国政策,yi1 ge4 Zhong1 guo2 zheng4 ce4,chính sách một Trung Quốc,,,,[],[],not_crawled
一個人,一个人,yi1 ge4 ren2,một mình (không có sự giúp đỡ); một mình (không có ai bên cạnh),,,,[],[],not_crawled
一個個,一个个,yi1 ge4 ge4,mỗi một thứ; từng cái một; từng người một,,,,[],[],not_crawled
一個勁,一个劲,yi1 ge4 jin4,liên tục; kiên trì; không ngớt,,,,[],[],not_crawled
一個勁兒,一个劲儿,yi1 ge4 jin4 r5,biến thể er hoá của 一個勁|一个劲[yi1 ge4 jin4],,,,[],[],not_crawled
一個半,一个半,yi1 ge5 ban4,một cái rưỡi,,,,[],[],not_crawled
一個天南，一個地北,一个天南，一个地北,"yi1 ge5 - tian1 nan2 , yi1 ge5 - di4 bei3",(thành ngữ) sống cách nhau rất xa,,,,[],[],not_crawled
一個將軍一個令,一个将军一个令,yi1 ge4 jiang1 jun1 yi1 ge4 ling4,nghĩa đen: một tướng một lệnh (thành ngữ); nghĩa bóng: mỗi sếp có quy tắc riêng của họ; mỗi người có cách làm việc riêng,,,,[],[],not_crawled
一個巴掌拍不響,一个巴掌拍不响,yi1 ge5 ba1 zhang3 pai1 bu4 xiang3,nghĩa đen: một bàn tay không vỗ thành tiếng (tục ngữ); nghĩa bóng: cần hai người mới gây ra tranh cãi; cần hai người hợp tác; rất khó để đạt được điều gì nếu không có hỗ trợ,,,,[],[],not_crawled
一個幽靈在歐洲遊蕩,一个幽灵在欧洲游荡,Yi1 ge4 you1 ling2 zai4 Ou1 zhou1 you2 dang4,"Một bóng ma đang ám ảnh châu Âu (câu mở đầu ""Tuyên ngôn Cộng sản"" của Marx và Engels)",,,,[],[],not_crawled
一個接一個,一个接一个,yi1 ge5 jie1 yi1 ge5,hết người này đến người khác; từng người một,,,,[],[],not_crawled
一個樣,一个样,yi1 ge5 yang4,xem 一樣|一样[yi1 yang4],,,,[],[],not_crawled
一個蘿蔔一個坑,一个萝卜一个坑,yi1 ge4 luo2 bo5 yi1 ge4 keng1,nghĩa đen: mỗi củ cải một hố (thành ngữ); nghĩa bóng: mỗi người có vị trí riêng của mình; ai vào việc nấy; chọn người phù hợp cho từng việc; mỗi nồi đều có nắp,,,,[],[],not_crawled
一個頭兩個大,一个头两个大,yi1 ge5 tou2 liang3 ge5 da4,(khẩu ngữ) cảm giác như đầu muốn nổ tung (Đài Loan),,,,[],[],not_crawled
一倡三歎,一倡三叹,yi1 chang4 san1 tan4,"(văn học, âm nhạc) sâu sắc và cảm động (thành ngữ)",,,,[],[],not_crawled
一側化,一侧化,yi1 ce4 hua4,sự chuyên hoá một bên,,,,[],[],not_crawled
一傳十，十傳百,一传十，十传百,"yi1 chuan2 shi2 , shi2 chuan2 bai3","(thành ngữ) (tin tức, v.v.) lan truyền nhanh chóng; được phổ biến rộng rãi",,,,[],[],not_crawled
一價,一价,yi1 jia4,hoá trị một (hoá học),,,,[],[],not_crawled
一元,一元,yi1 yuan2,(toán) một biến; đơn biến,,,,[],[],not_crawled
一元化,一元化,yi1 yuan2 hua4,sự hợp nhất; tích hợp; được hợp nhất; thống nhất,,,,[],[],not_crawled
一元復始,一元复始,yi1 yuan2 fu4 shi3,một năm mới bắt đầu (thành ngữ),,,,[],[],not_crawled
一元論,一元论,yi1 yuan2 lun4,"thuyết nhất nguyên, niềm tin rằng vũ trụ cấu thành từ một chất duy nhất",,,,[],[],not_crawled
一元醇,一元醇,yi1 yuan2 chun2,cồn metylic CH3OH,,,,[],[],not_crawled
一共,一共,yi1 gong4,tổng cộng,,,,[],[],not_crawled
一再,一再,yi1 zai4,lặp đi lặp lại,,,,[],[],not_crawled
一准,一准,yi1 zhun3,biến thể của 一準|一准[yi1 zhun3],,,,[],[],not_crawled
一刀兩斷,一刀两断,yi1 dao1 liang3 duan4,(thành ngữ) dứt khoát đoạn tuyệt; không còn liên quan gì nữa,,,,[],[],not_crawled
一刀切,一刀切,yi1 dao1 qie1,nghĩa đen: cắt một nhát (thành ngữ); áp dụng đồng loạt; một giải pháp cho mọi vấn đề; một kích cỡ phù hợp cho tất cả,,,,[],[],not_crawled
一分一毫,一分一毫,yi1 fen1 yi1 hao2,(thành ngữ) một chút xíu,,,,[],[],not_crawled
一分為二,一分为二,yi1 fen1 wei2 er4,một chia thành hai; có hai mặt; mọi thứ đều có hai mặt; thấy cả điểm tốt và khuyết điểm của ai đó (thành ngữ),,,,[],[],not_crawled
一分熟,一分熟,yi1 fen1 shu2,tái (của bít tết),,,,[],[],not_crawled
一分耕耘，一分收穫,一分耕耘，一分收获,"yi1 fen1 - geng1 yun2 , yi1 fen1 - shou1 huo4","(thành ngữ) gieo nhân nào, gặt quả nấy",,,,[],[],not_crawled
一分錢一分貨,一分钱一分货,yi1 fen1 qian2 yi1 fen1 huo4,tiền nào của nấy,,,,[],[],not_crawled
一分錢兩分貨,一分钱两分货,yi1 fen1 qian2 liang3 fen1 huo4,chất lượng cao giá hời,,,,[],[],not_crawled
一切,一切,yi1 qie4,mọi thứ; mọi; tất cả,,,,[],[],not_crawled
一切事物,一切事物,yi1 qie4 shi4 wu4,mọi thứ,,,,[],[],not_crawled
一切向錢看,一切向钱看,yi1 qie4 xiang4 qian2 kan4,coi tiền quan trọng hơn mọi thứ,,,,[],[],not_crawled
一切如舊,一切如旧,yi1 qie4 ru2 jiu4,mọi thứ như trước,,,,[],[],not_crawled
一切就緒,一切就绪,yi1 qie4 jiu4 xu4,mọi thứ vào đúng chỗ và sẵn sàng (thành ngữ),,,,[],[],not_crawled
一切險,一切险,yi1 qie4 xian3,mọi rủi ro (bảo hiểm),,,,[],[],not_crawled
一刻千金,一刻千金,yi1 ke4 qian1 jin1,(thành ngữ) thời gian là vàng; từng phút đều quý giá,,,,[],[],not_crawled
一則,一则,yi1 ze2,một mặt,,,,[],[],not_crawled
一則以喜，一則以憂,一则以喜，一则以忧,"yi1 ze2 - yi3 xi3 , yi1 ze2 - yi3 you1","(thành ngữ) một mặt thì vui, một mặt thì lo lắng",,,,[],[],not_crawled
一剎那,一刹那,yi1 cha4 na4,một khoảnh khắc; một sát na; trong nháy mắt,,,,[],[],not_crawled
一動不動,一动不动,yi1 dong4 bu4 dong4,bất động,,,,[],[],not_crawled
一勞永逸,一劳永逸,yi1 lao2 yong3 yi4,làm xong việc gì đó một lần cho xong,,,,[],[],not_crawled
一匙,一匙,yi1 chi2,một muỗng,,,,[],[],not_crawled
一千零一夜,一千零一夜,Yi1 qian1 Ling2 Yi1 Ye4,Nghìn lẻ một đêm,,,,[],[],not_crawled
一半,一半,yi1 ban4,một nửa,,,,[],[],not_crawled
一半天,一半天,yi1 ban4 tian1,một hai ngày; sớm,,,,[],[],not_crawled
一卡通,一卡通,Yi1 ka3 tong1,"tên của các loại thẻ thông minh không tiếp xúc, nổi bật là Yikatong (chủ yếu cho giao thông công cộng ở Bắc Kinh) và iPASS (chủ yếu cho giao thông công cộng ở Đài Loan)",,,,[],[],not_crawled
一去不回,一去不回,yi1 qu4 bu4 hui2,đi mãi không về,,,,[],[],not_crawled
一去不復返,一去不复返,yi1 qu4 bu4 fu4 fan3,đi mãi không về,,,,[],[],not_crawled
一去無影蹤,一去无影踪,yi1 qu4 wu2 ying3 zong1,đi mà không để lại dấu vết,,,,[],[],not_crawled
一反常態,一反常态,yi1 fan3 chang2 tai4,thay đổi hoàn toàn so với bình thường (thành ngữ); rất không đặc trưng; hoàn toàn khác thường; không đúng tính cách,,,,[],[],not_crawled
一反往常,一反往常,yi1 fan3 wang3 chang2,(thành ngữ) trái với thường lệ,,,,[],[],not_crawled
一口,一口,yi1 kou3,"ngay lập tức; thẳng thừng (phủ nhận, thừa nhận, v.v.); một miếng; một ngụm",,,,[],[],not_crawled
一口價,一口价,yi1 kou3 jia4,giá cố định; giá không đổi,,,,[],[],not_crawled
一口吃不成胖子,一口吃不成胖子,yi1 kou3 chi1 bu4 cheng2 pang4 zi5,"ngh. không thể mập chỉ với một miếng (tục ngữ); hàm ý bất kỳ thành tựu đáng kể nào cũng đòi hỏi thời gian, nỗ lực và sự kiên trì",,,,[],[],not_crawled
一口吃個胖子,一口吃个胖子,yi1 kou3 chi1 ge5 pang4 zi5,ngh. muốn mập chỉ với một miếng (tục ngữ); hàm ý cố gắng đạt mục tiêu trong thời gian ngắn nhất; cấp tốc muốn thành công,,,,[],[],not_crawled
一口咬定,一口咬定,yi1 kou3 yao3 ding4,khăng khăng khẳng định; cáo buộc; giữ nguyên lời tuyên bố; bám lấy quan điểm của mình,,,,[],[],not_crawled
一口氣,一口气,yi1 kou3 qi4,một hơi; liền một mạch; liên tục,,,,[],[],not_crawled
一口氣兒,一口气儿,yi1 kou3 qi4 r5,biến thể er hoá của 一口氣|一口气[yi1 kou3 qi4],,,,[],[],not_crawled
一古腦兒,一古脑儿,yi1 gu3 nao3 r5,biến thể của 一股腦兒|一股脑儿[yi1 gu3 nao3 r5],,,,[],[],not_crawled
一句,一句,yi1 ju4,một dòng thơ; một câu,,,,[],[],not_crawled
一句話,一句话,yi1 ju4 hua4,nói một lời; nói ngắn gọn,,,,[],[],not_crawled
一同,一同,yi1 tong2,cùng nhau,,,,[],[],not_crawled
一吐為快,一吐为快,yi1 tu3 wei2 kuai4,để nói ra cho nhẹ nhõm,,,,[],[],not_crawled
一向,一向,yi1 xiang4,một khoảng thời gian trong quá khứ gần đây; (chỉ khoảng thời gian cho đến hiện tại) suốt từ đó đến giờ; toàn bộ thời gian,,,,[],[],not_crawled
一周,一周,yi1 zhou1,một tuần; vòng quanh một lượt; một chu kỳ hoàn chỉnh,,,,[],[],not_crawled
一味,一味,yi1 wei4,một cách kiên trì; ngoan cố; mù quáng,,,,[],[],not_crawled
一呼百應,一呼百应,yi1 hu1 bai3 ying4,(thành ngữ) (một lời kêu gọi) nhận được phản hồi nhiệt tình; nhận được sự tán thành rộng rãi,,,,[],[],not_crawled
一呼百諾,一呼百诺,yi1 hu1 bai3 nuo4,một lệnh truyền đạt nhận trăm câu trả lời (thành ngữ); có hàng trăm người hầu hạ theo ý muốn,,,,[],[],not_crawled
一命嗚呼,一命呜呼,yi1 ming4 wu1 hu1,chết (thành ngữ); trút hơi thở cuối cùng; tắt thở,,,,[],[],not_crawled
一命歸天,一命归天,yi1 ming4 gui1 tian1,xem 一命嗚呼|一命呜呼[yi1 ming4 wu1 hu1],,,,[],[],not_crawled
一命歸西,一命归西,yi1 ming4 gui1 xi1,xem 一命嗚呼|一命呜呼[yi1 ming4 wu1 hu1],,,,[],[],not_crawled
一命歸陰,一命归阴,yi1 ming4 gui1 yin1,xem 一命嗚呼|一命呜呼[yi1 ming4 wu1 hu1],,,,[],[],not_crawled
